,precision,recall,f1-score,support
KYOJI HORIGUCHI,0.0,0.0,0.0,3.0
KYUNG HO KANG,0.0,0.0,0.0,2.0
LANCE BENOIST,0.0,0.0,0.0,0.0
LANCE GIBSON,0.0,0.0,0.0,0.0
LANDO VANNATA,0.0,0.0,0.0,1.0
LARA PROCOPIO,0.0,0.0,0.0,0.0
LAUREANO STAROPOLI,0.0,0.0,0.0,0.0
LAUREN MUELLER,0.0,0.0,0.0,1.0
LAUREN MURPHY,0.0,0.0,0.0,1.0
LAVAR JOHNSON,0.0,0.0,0.0,0.0
LAVERNE CLARK,0.0,0.0,0.0,1.0
LEAH LETSON,0.0,0.0,0.0,1.0
LEANDRO ISSA,0.0,0.0,0.0,1.0
LEANDRO SILVA,0.0,0.0,0.0,1.0
LEE MURRAY,0.0,0.0,0.0,0.0
LEON EDWARDS,0.0,0.0,0.0,1.0
LEONARD GARCIA,0.0,0.0,0.0,2.0
LEONARDO MAFRA,0.0,0.0,0.0,1.0
LEONARDO SANTOS,0.0,0.0,0.0,1.0
LERONE MURPHY,0.0,0.0,0.0,3.0
LESLIE SMITH,0.0,0.0,0.0,1.0
LEVAN MAKASHVILI,0.0,0.0,0.0,0.0
LI JINGLIANG,0.0,0.0,0.0,3.0
LIANA JOJUA,0.0,0.0,0.0,0.0
LINA LANSBERG,0.0,0.0,0.0,0.0
LIVINHA SOUZA,0.0,0.0,0.0,0.0
LIZ CARMOUCHE,0.0,0.0,0.0,1.0
LOGAN CLARK,0.0,0.0,0.0,0.0
LOIK RADZHABOV,0.0,0.0,0.0,0.0
LOMA LOOKBOONMEE,0.0,0.0,0.0,3.0
LONE'ER KAVANAGH,0.0,0.0,0.0,0.0
LOOPY GODINEZ,0.0,0.0,0.0,0.0
LORENZ LARKIN,0.0,0.0,0.0,0.0
LOUIS GAUDINOT,0.0,0.0,0.0,0.0
LOUIS SMOLKA,0.0,0.0,0.0,0.0
LUAN CHAGAS,0.0,0.0,0.0,0.0
LUANA CAROLINA,0.0,0.0,0.0,1.0
LUANA PINHEIRO,0.0,0.0,0.0,0.0
LUANA SANTOS,0.0,0.0,0.0,0.0
LUCAS ALEXANDER,0.0,0.0,0.0,1.0
LUCAS ALMEIDA,0.0,0.0,0.0,1.0
LUCAS MARTINS,0.0,0.0,0.0,1.0
LUCIE PUDILOVA,0.0,0.0,0.0,1.0
LUDOVIT KLEIN,0.0,0.0,0.0,1.0
LUIGI FIORAVANTI,0.0,0.0,0.0,3.0
LUIGI VENDRAMINI,0.0,0.0,0.0,1.0
LUIS HENRIQUE,0.0,0.0,0.0,0.0
LUIS PENA,0.0,0.0,0.0,1.0
LUIS SALDANA,0.0,0.0,0.0,0.0
LUIZ CANE,0.0,0.0,0.0,1.0
LUKASZ BRZESKI,0.0,0.0,0.0,0.0
LUKE BARNATT,0.0,0.0,0.0,0.0
LUKE CUMMO,0.0,0.0,0.0,0.0
LUKE JUMEAU,0.0,0.0,0.0,0.0
LUKE ROCKHOLD,0.0,0.0,0.0,2.0
LUKE SANDERS,0.0,0.0,0.0,0.0
LUKE ZACHRICH,0.0,0.0,0.0,0.0
LYMAN GOOD,0.0,0.0,0.0,1.0
LYOTO MACHIDA,0.0,0.0,0.0,1.0
MAC DANZIG,0.0,0.0,0.0,2.0
MACKENS SEMERZIER,0.0,0.0,0.0,0.0
MACKENZIE DERN,0.0,0.0,0.0,1.0
MACY CHIASSON,0.0,0.0,0.0,0.0
MADS BURNELL,0.0,0.0,0.0,0.0
MAGNUS CEDENBLAD,0.0,0.0,0.0,0.0
MAGOMED ANKALAEV,0.0,0.0,0.0,2.0
MAGOMED GADZHIYASULOV,0.0,0.0,0.0,0.0
MAGOMED MUSTAFAEV,0.0,0.0,0.0,1.0
MAHESHATE,0.0,0.0,0.0,0.0
MAIQUEL FALCAO,0.0,0.0,0.0,0.0
MAIRBEK TAISUMOV,0.0,0.0,0.0,2.0
MAIRON SANTOS,0.0,0.0,0.0,1.0
MAKHMUD MURADOV,0.0,0.0,0.0,2.0
MAKI PITOLO,0.0,0.0,0.0,0.0
MAKWAN AMIRKHANI,0.0,0.0,0.0,0.0
MALCOLM GORDON,0.0,0.0,0.0,0.0
MALCOLM WELLMAKER,0.0,0.0,0.0,0.0
MALLORY MARTIN,0.0,0.0,0.0,0.0
MANA MARTINEZ,0.0,0.0,0.0,0.0
MANDY BOHM,0.0,0.0,0.0,1.0
MANEL KAPE,0.0,0.0,0.0,1.0
MANNY BERMUDEZ,0.0,0.0,0.0,1.0
MANON FIOROT,0.0,0.0,0.0,1.0
MANSUR ABDUL-MALIK,0.0,0.0,0.0,1.0
MANUEL TORRES,0.0,0.0,0.0,1.0
MANVEL GAMBURYAN,0.0,0.0,0.0,2.0
MARA ROMERO BORELLA,0.0,0.0,0.0,1.0
MARC DIAKIESE,0.0,0.0,0.0,2.0
MARC-ANDRE BARRIAULT,0.0,0.0,0.0,1.0
MARCEL FORTUNA,0.0,0.0,0.0,0.0
MARCELO GOLM,0.0,0.0,0.0,0.0
MARCELO GUIMARAES,0.0,0.0,0.0,0.0
MARCELO MELLO,0.0,0.0,0.0,0.0
MARCIN HELD,0.0,0.0,0.0,0.0
MARCIN PRACHNIO,0.0,0.0,0.0,2.0
MARCIN TYBURA,0.0,0.0,0.0,3.0
MARCIO CRUZ,0.0,0.0,0.0,0.0
MARCO BELTRAN,0.0,0.0,0.0,0.0
MARCO POLO REYES,0.0,0.0,0.0,0.0
MARCO RUAS,0.0,0.0,0.0,0.0
MARCO TULIO,0.0,0.0,0.0,0.0
MARCOS ROGERIO DE LIMA,0.0,0.0,0.0,0.0
MARCOS VINICIUS,0.0,0.0,0.0,0.0
MARCUS AURELIO,0.0,0.0,0.0,0.0
MARCUS BRIMAGE,0.0,0.0,0.0,1.0
MARCUS DAVIS,0.0,0.0,0.0,3.0
MARCUS LEVESSEUR,0.0,0.0,0.0,1.0
MARCUS MCGHEE,0.0,0.0,0.0,0.0
MARIA OLIVEIRA,0.0,0.0,0.0,0.0
MARINA RODRIGUEZ,0.0,0.0,0.0,2.0
MARIO BAUTISTA,0.0,0.0,0.0,3.0
MARIO MIRANDA,0.0,0.0,0.0,0.0
MARIO PINTO,0.0,0.0,0.0,0.0
MARION RENEAU,0.0,0.0,0.0,0.0
MARIYA AGAPOVA,0.0,0.0,0.0,1.0
MARK BOCEK,0.0,0.0,0.0,3.0
MARK COLEMAN,0.0,0.0,0.0,2.0
MARK DE LA ROSA,0.0,0.0,0.0,0.0
MARK EDDIVA,0.0,0.0,0.0,0.0
MARK GODBEER,0.0,0.0,0.0,0.0
MARK HALL,0.0,0.0,0.0,1.0
MARK HOMINICK,0.0,0.0,0.0,1.0
MARK HUGHES,0.0,0.0,0.0,1.0
MARK HUNT,0.0,0.0,0.0,2.0
MARK KERR,0.0,0.0,0.0,1.0
MARK MADSEN,0.0,0.0,0.0,1.0
MARK MUNOZ,0.0,0.0,0.0,1.0
MARK SCHULTZ,0.0,0.0,0.0,0.0
MARK WEIR,0.0,0.0,0.0,0.0
MARKUS PEREZ,0.0,0.0,0.0,0.0
MARLON MORAES,0.0,0.0,0.0,2.0
MARLON VERA,0.0,0.0,0.0,3.0
MARQUEL MEDEROS,0.0,0.0,0.0,1.0
MARTIN BRAVO,0.0,0.0,0.0,0.0
MARTIN BUDAY,0.0,0.0,0.0,2.0
MARTIN KAMPMANN,0.0,0.0,0.0,2.0
MARVIN EASTMAN,0.0,0.0,0.0,0.0
MARVIN VETTORI,0.0,0.0,0.0,3.0
MARYNA MOROZ,0.0,0.0,0.0,1.0
MASANORI KANEHARA,0.0,0.0,0.0,0.0
MASIO FULLEN,0.0,0.0,0.0,0.0
MASON JONES,0.0,0.0,0.0,0.0
MATEUSZ GAMROT,0.0,0.0,0.0,1.0
MATEUSZ REBECKI,0.0,0.0,0.0,1.0
MATHEUS NICOLAU,0.0,0.0,0.0,2.0
MATT ARROYO,0.0,0.0,0.0,0.0
MATT BROWN,0.0,0.0,0.0,2.0
MATT DWYER,0.0,0.0,0.0,0.0
MATT FREVOLA,0.0,0.0,0.0,0.0
MATT GRICE,0.0,0.0,0.0,0.0
MATT HAMILL,0.0,0.0,0.0,2.0
MATT HOBAR,0.0,0.0,0.0,0.0
MATT HUGHES,0.0,0.0,0.0,6.0
MATT LINDLAND,0.0,0.0,0.0,2.0
MATT MITRIONE,0.0,0.0,0.0,2.0
MATT SAYLES,0.0,0.0,0.0,0.0
MATT SCHNELL,0.0,0.0,0.0,1.0
MATT SERRA,0.0,0.0,0.0,1.0
MATT VEACH,0.0,0.0,0.0,1.0
MATT WIMAN,0.0,0.0,0.0,0.0
MATTHEW LOPEZ,0.0,0.0,0.0,0.0
MATTHEW RIDDLE,0.0,0.0,0.0,2.0
MATTHEW SEMELSBERGER,0.0,0.0,0.0,1.0
MAURICE GREENE,0.0,0.0,0.0,2.0
MAURICE SMITH,0.0,0.0,0.0,1.0
MAURICIO RUA,0.0,0.0,0.0,1.0
MAURICIO RUFFY,0.0,0.0,0.0,1.0
MAX GRIFFIN,0.0,0.0,0.0,2.0
MAX HOLLOWAY,0.0,0.0,0.0,3.0
MAXIM GRISHIN,0.0,0.0,0.0,1.0
MAXIMO BLANCO,0.0,0.0,0.0,1.0
MAYCEE BARBER,0.0,0.0,0.0,0.0
MAYRA BUENO SILVA,0.0,0.0,0.0,0.0
MEGAN ANDERSON,0.0,0.0,0.0,0.0
MELISSA GATTO,0.0,0.0,0.0,0.0
MELISSA MARTINEZ,0.0,0.0,0.0,0.0
MELISSA MULLINS,0.0,0.0,0.0,0.0
MELQUIZAEL COSTA,0.0,0.0,0.0,1.0
MELSIK BAGHDASARYAN,0.0,0.0,0.0,1.0
MELVIN GUILLARD,0.0,0.0,0.0,3.0
MERAB DVALISHVILI,0.0,0.0,0.0,5.0
MICHAEL BISPING,0.0,0.0,0.0,8.0
MICHAEL CHANDLER,0.0,0.0,0.0,0.0
MICHAEL CHIESA,0.0,0.0,0.0,4.0
MICHAEL GRAVES,0.0,0.0,0.0,1.0
MICHAEL JOHNSON,0.0,0.0,0.0,2.0
MICHAEL KUIPER,0.0,0.0,0.0,0.0
MICHAEL MCDONALD,0.0,0.0,0.0,0.0
MICHAEL MORALES,0.0,0.0,0.0,0.0
MICHAEL PAGE,0.0,0.0,0.0,0.0
MICHAEL TRIZANO,0.0,0.0,0.0,0.0
MICHAL OLEKSIEJCZUK,0.0,0.0,0.0,2.0
MICHEL PEREIRA,0.0,0.0,0.0,2.0
MICHEL PRAZERES,0.0,0.0,0.0,2.0
MICHELLE WATERSON-GOMEZ,0.0,0.0,0.0,1.0
MICHIHIRO OMIGAWA,0.0,0.0,0.0,1.0
MICHINORI TANAKA,0.0,0.0,0.0,0.0
MICK PARKIN,0.0,0.0,0.0,1.0
MICKAEL LEBOUT,0.0,0.0,0.0,0.0
MICKEY GALL,0.0,0.0,0.0,3.0
MIESHA TATE,0.0,0.0,0.0,3.0
MIGUEL BAEZA,0.0,0.0,0.0,0.0
MIGUEL TORRES,0.0,0.0,0.0,1.0
MIKE BREEDEN,0.0,0.0,0.0,0.0
MIKE BROWN,0.0,0.0,0.0,0.0
MIKE CIESNOLEVICZ,0.0,0.0,0.0,0.0
MIKE DAVIS,0.0,0.0,0.0,0.0
MIKE DE LA TORRE,0.0,0.0,0.0,1.0
MIKE EASTON,0.0,0.0,0.0,1.0
MIKE GRUNDY,0.0,0.0,0.0,0.0
MIKE GUYMON,0.0,0.0,0.0,0.0
MIKE JACKSON,0.0,0.0,0.0,0.0
MIKE KYLE,0.0,0.0,0.0,0.0
MIKE MALOTT,0.0,0.0,0.0,0.0
MIKE MASSENZIO,0.0,0.0,0.0,0.0
MIKE NICKELS,0.0,0.0,0.0,0.0
MIKE PERRY,0.0,0.0,0.0,1.0
MIKE PIERCE,0.0,0.0,0.0,1.0
MIKE PYLE,0.0,0.0,0.0,0.0
MIKE RICCI,0.0,0.0,0.0,0.0
MIKE RIO,0.0,0.0,0.0,0.0
MIKE RODRIGUEZ,0.0,0.0,0.0,1.0
MIKE RUSSOW,0.0,0.0,0.0,1.0
MIKE SWICK,0.0,0.0,0.0,3.0
MIKE VAN ARSDALE,0.0,0.0,0.0,1.0
MIKE WILKINSON,0.0,0.0,0.0,1.0
MIKEY BURNETT,0.0,0.0,0.0,1.0
MILANA DUDIEVA,0.0,0.0,0.0,0.0
MILES JOHNS,0.0,0.0,0.0,1.0
MIRANDA GRANGER,0.0,0.0,0.0,1.0
MIRANDA MAVERICK,0.0,0.0,0.0,3.0
MIRKO FILIPOVIC,0.0,0.0,0.0,1.0
MIRSAD BEKTIC,0.0,0.0,0.0,1.0
MISHA CIRKUNOV,0.0,0.0,0.0,1.0
MITCH CLARKE,0.0,0.0,0.0,0.0
MITCH GAGNON,0.0,0.0,0.0,1.0
MIZUKI,0.0,0.0,0.0,1.0
MIZUTO HIROTA,0.0,0.0,0.0,0.0
MODESTAS BUKAUSKAS,0.0,0.0,0.0,1.0
MOHAMMED USMAN,0.0,0.0,0.0,1.0
MOLLY MCCANN,0.0,0.0,0.0,1.0
MONTANA DE LA ROSA,0.0,0.0,0.0,2.0
MONTEL JACKSON,0.0,0.0,0.0,6.0
MONTSERRAT CONEJO RUIZ,0.0,0.0,0.0,1.0
MONTSERRAT RENDON,0.0,0.0,0.0,0.0
MORGAN CHARRIERE,0.0,0.0,0.0,1.0
MOUNIR LAZZEZ,0.0,0.0,0.0,0.0
MOVSAR EVLOEV,0.0,0.0,0.0,2.0
MUHAMMAD MOKAEV,0.0,0.0,0.0,2.0
MUHAMMAD NAIMOV,0.0,0.0,0.0,0.0
MUIN GAFUROV,0.0,0.0,0.0,0.0
MURILO BUSTAMANTE,0.0,0.0,0.0,1.0
MUSLIM SALIKHOV,0.0,0.0,0.0,4.0
MYKTYBEK OROLBAI,0.0,0.0,0.0,1.0
MYLES JURY,0.0,0.0,0.0,1.0
NAD NARIMANI,0.0,0.0,0.0,2.0
NADIA KASSEM,0.0,0.0,0.0,1.0
NAH-SHON BURRELL,0.0,0.0,0.0,0.0
NAM PHAN,0.0,0.0,0.0,2.0
NAOKI INOUE,0.0,0.0,0.0,1.0
NASRAT HAQPARAST,0.0,0.0,0.0,2.0
NASSOURDINE IMAVOV,0.0,0.0,0.0,2.0
NATALIA SILVA,0.0,0.0,0.0,1.0
NATAN LEVY,0.0,0.0,0.0,0.0
NATE DIAZ,0.0,0.0,0.0,5.0
NATE LANDWEHR,0.0,0.0,0.0,0.0
NATE LOUGHRAN,0.0,0.0,0.0,0.0
NATE MANESS,0.0,0.0,0.0,1.0
NATE MARQUARDT,0.0,0.0,0.0,2.0
NATE MOHR,0.0,0.0,0.0,0.0
NATE QUARRY,0.0,0.0,0.0,2.0
NATHAN COY,0.0,0.0,0.0,0.0
NATHAN FLETCHER,0.0,0.0,0.0,0.0
NATHANIEL WOOD,0.0,0.0,0.0,0.0
NAVAJO STIRLING,0.0,0.0,0.0,1.0
NAZIM SADYKHOV,0.0,0.0,0.0,0.0
NEIL MAGNY,0.1,0.3333333333333333,0.15384615384615385,3.0
NEIL SEERY,0.0,0.0,0.0,2.0
NICCO MONTANO,0.0,0.0,0.0,0.0
NICHOLAS MUSOKE,0.0,0.0,0.0,2.0
NICK CATONE,0.0,0.0,0.0,0.0
NICK DENIS,0.0,0.0,0.0,0.0
NICK DIAZ,0.0,0.0,0.0,0.0
NICK HEIN,0.0,0.0,0.0,0.0
NICK MAXIMOV,0.0,0.0,0.0,0.0
NICK OSIPCZAK,0.0,0.0,0.0,0.0
NICK PACE,0.0,0.0,0.0,0.0
NICK RING,0.0,0.0,0.0,0.0
NICK THOMPSON,0.0,0.0,0.0,0.0
NICOLAE NEGUMEREANU,0.0,0.0,0.0,1.0
NICOLAS DALBY,0.0,0.0,0.0,1.0
NIK LENTZ,0.0,0.0,0.0,3.0
NIKITA KRYLOV,0.0,0.0,0.0,2.0
NIKLAS BACKSTROM,0.0,0.0,0.0,1.0
NIKO PRICE,0.0,0.0,0.0,0.0
NIKOLAS MOTTA,0.0,0.0,0.0,1.0
NIKOLAY VERETENNIKOV,0.0,0.0,0.0,0.0
NINA NUNES,0.0,0.0,0.0,2.0
NOAD LAHAT,0.0,0.0,0.0,0.0
NORA CORNOLLE,0.0,0.0,0.0,1.0
NORDINE TALEB,0.0,0.0,0.0,2.0
NORMA DUMONT,0.0,0.0,0.0,1.0
NORMAN PARKE,0.0,0.0,0.0,1.0
NURSULTON RUZIBOEV,0.0,0.0,0.0,1.0
NURULLO ALIEV,0.0,0.0,0.0,0.0
OBAN ELLIOTT,0.0,0.0,0.0,0.0
ODE OSBOURNE,0.0,0.0,0.0,1.0
OLEG TAKTAROV,0.0,0.0,0.0,3.0
OLIVIER AUBIN-MERCIER,0.0,0.0,0.0,3.0
OLUWALE BAMGBOSE,0.0,0.0,0.0,0.0
OMAR MORALES,0.0,0.0,0.0,1.0
OMARI AKHMEDOV,0.0,0.0,0.0,1.0
ORION COSCE,0.0,0.0,0.0,0.0
ORLANDO WIET,0.0,0.0,0.0,0.0
OSKAR PIECHOTA,0.0,0.0,0.0,0.0
OTTMAN AZAITAR,0.0,0.0,0.0,1.0
OUMAR SY,0.0,0.0,0.0,0.0
OVINCE SAINT PREUX,0.0,0.0,0.0,2.0
OZZY DIAZ,0.0,0.0,0.0,0.0
PABLO GARZA,0.0,0.0,0.0,0.0
PADDY HOLOHAN,0.0,0.0,0.0,1.0
PADDY PIMBLETT,0.0,0.0,0.0,0.0
PAIGE VANZANT,0.0,0.0,0.0,1.0
PANNIE KIANZAD,0.0,0.0,0.0,0.0
PAPY ABEDI,0.0,0.0,0.0,0.0
PARKER PORTER,0.0,0.0,0.0,0.0
PASCAL KRAUSS,0.0,0.0,0.0,0.0
PAT BARRY,0.0,0.0,0.0,0.0
PAT MILETICH,0.0,0.0,0.0,0.0
PAT SABATINI,0.0,0.0,0.0,2.0
PATRICIO FREIRE,0.0,0.0,0.0,0.0
PATRICK COTE,0.0,0.0,0.0,4.0
PATRICK CUMMINS,0.0,0.0,0.0,2.0
PATRICK SMITH,0.0,0.0,0.0,0.0
PATRICK WALSH,0.0,0.0,0.0,0.0
PATRICK WILLIAMS,0.0,0.0,0.0,1.0
PAUL BUENTELLO,0.0,0.0,0.0,1.0
PAUL CRAIG,0.0,0.0,0.0,5.0
PAUL DALEY,0.0,0.0,0.0,1.0
PAUL FELDER,0.0,0.0,0.0,2.0
PAUL JONES,0.0,0.0,0.0,0.0
PAUL KELLY,0.0,0.0,0.0,0.0
PAUL SASS,0.0,0.0,0.0,0.0
PAUL TAYLOR,0.0,0.0,0.0,2.0
PAUL VARELANS,0.0,0.0,0.0,0.0
PAULO COSTA,0.0,0.0,0.0,1.0
PAULO THIAGO,0.0,0.0,0.0,0.0
PAWEL PAWLAK,0.0,0.0,0.0,0.0
PAYTON TALBOTT,0.0,0.0,0.0,1.0
PEDRO MUNHOZ,0.0,0.0,0.0,2.0
PEDRO RIZZO,0.25,1.0,0.4,1.0
PER EKLUND,0.0,0.0,0.0,0.0
PETE RODRIGUEZ,0.0,0.0,0.0,1.0
PETE SELL,0.0,0.0,0.0,1.0
PETE SPRATT,0.0,0.0,0.0,0.0
PETE WILLIAMS,0.0,0.0,0.0,3.0
PETER SOBOTTA,0.0,0.0,0.0,1.0
PETR YAN,0.0,0.0,0.0,2.0
PHIL BARONI,0.0,0.0,0.0,0.0
PHIL DAVIS,0.0,0.0,0.0,2.0
PHIL HARRIS,0.0,0.0,0.0,0.0
PHIL HAWES,0.0,0.0,0.0,1.0
PHIL ROWE,0.0,0.0,0.0,0.0
PHILIP DE FRIES,0.0,0.0,0.0,0.0
PHILIPE LINS,0.0,0.0,0.0,0.0
PHILLIP MILLER,0.0,0.0,0.0,0.0
PHILLIPE NOVER,0.0,0.0,0.0,0.0
PIERA RODRIGUEZ,0.0,0.0,0.0,1.0
PINGYUAN LIU,0.0,0.0,0.0,0.0
PIOTR HALLMANN,0.0,0.0,0.0,0.0
POLIANA BOTELHO,0.0,0.0,0.0,0.0
POLYANA VIANA,0.0,0.0,0.0,1.0
PRESTON PARSONS,0.0,0.0,0.0,0.0
PRISCILA CACHOEIRA,0.0,0.0,0.0,3.0
PUJA TOMAR,0.0,0.0,0.0,0.0
PUNAHELE SORIANO,0.0,0.0,0.0,1.0
QUANG LE,0.0,0.0,0.0,0.0
QUILLAN SALKILLD,0.0,0.0,0.0,0.0
QUINTON JACKSON,0.0,0.0,0.0,1.0
RACHAEL OSTOVICH,0.0,0.0,0.0,0.0
RAFA GARCIA,0.0,0.0,0.0,0.0
RAFAEL ALVES,0.0,0.0,0.0,0.0
RAFAEL CARINO,0.0,0.0,0.0,0.0
RAFAEL CAVALCANTE,0.0,0.0,0.0,0.0
RAFAEL DOS ANJOS,0.5,0.25,0.3333333333333333,4.0
RAFAEL ESTEVAM,0.0,0.0,0.0,0.0
RAFAEL FIZIEV,0.0,0.0,0.0,0.0
RAFAEL NATAL,0.0,0.0,0.0,2.0
RAFAELLO OLIVEIRA,0.0,0.0,0.0,1.0
RAMAZAN EMEEV,0.0,0.0,0.0,1.0
RAMAZAN TEMIROV,0.0,0.0,0.0,2.0
RAMEAU THIERRY SOKOUDJOU,0.0,0.0,0.0,0.0
RAMIZ BRAHIMAJ,0.0,0.0,0.0,1.0
RAMON TAVERAS,0.0,0.0,0.0,0.0
RAMSEY NIJEM,0.0,0.0,0.0,4.0
RANDA MARKOS,0.0,0.0,0.0,1.0
RANDY BROWN,0.0,0.0,0.0,2.0
RANDY COSTA,0.0,0.0,0.0,0.0
RANDY COUTURE,0.0,0.0,0.0,0.0
RANI YAHYA,0.0,0.0,0.0,2.0
RAONI BARCELOS,0.0,0.0,0.0,0.0
RAPHAEL ASSUNCAO,0.0,0.0,0.0,3.0
RAPHAEL PESSOA,0.0,0.0,0.0,0.0
RAQUEL PENNINGTON,0.0,0.0,0.0,2.0
RASHAD COULTER,0.0,0.0,0.0,1.0
RASHAD EVANS,0.5,0.25,0.3333333333333333,4.0
RASHID MAGOMEDOV,0.0,0.0,0.0,1.0
RAUL ROSAS JR.,0.0,0.0,0.0,1.0
RAULIAN PAIVA,0.0,0.0,0.0,0.0
RAY BORG,0.0,0.0,0.0,2.0
REGINALDO VIEIRA,0.0,0.0,0.0,1.0
REI TSURUYA,0.0,0.0,0.0,0.0
REINIER DE RIDDER,0.0,0.0,0.0,0.0
REMCO PARDOEL,0.0,0.0,0.0,1.0
RENAN BARAO,0.0,0.0,0.0,3.0
RENATO MOICANO,0.0,0.0,0.0,2.0
RENATO SOBRAL,0.0,0.0,0.0,1.0
RENATO VERISSIMO,0.0,0.0,0.0,0.0
RENEE FORTE,0.0,0.0,0.0,1.0
REUBEN DURAN,0.0,0.0,0.0,0.0
REZA MADADI,0.0,0.0,0.0,0.0
RHYS MCKEE,0.0,0.0,0.0,1.0
RICARDO ABREU,0.0,0.0,0.0,0.0
RICARDO ALMEIDA,0.0,0.0,0.0,1.0
RICARDO LAMAS,0.0,0.0,0.0,0.0
RICARDO RAMOS,0.0,0.0,0.0,0.0
RICARDO ROMERO,0.0,0.0,0.0,0.0
RICCO RODRIGUEZ,0.0,0.0,0.0,0.0
RICH ATTONITO,0.0,0.0,0.0,0.0
RICH CLEMENTI,0.0,0.0,0.0,2.0
RICH FRANKLIN,0.0,0.0,0.0,2.0
RICHARD WALSH,0.0,0.0,0.0,0.0
RICHIE VACULIK,0.0,0.0,0.0,1.0
RICK STORY,0.0,0.0,0.0,1.0
RICKY GLENN,0.0,0.0,0.0,1.0
RICKY SIMON,0.0,0.0,0.0,2.0
RICKY TURCIOS,0.0,0.0,0.0,0.0
RIKI FUKUDA,0.0,0.0,0.0,1.0
RINAT FAKHRETDINOV,0.0,0.0,0.0,1.0
RINYA NAKAMURA,0.0,0.0,0.0,0.0
ROAN CARNEIRO,0.0,0.0,0.0,1.0
ROB BROUGHTON,0.0,0.0,0.0,0.0
ROB EMERSON,0.0,0.0,0.0,0.0
ROB FONT,0.0,0.0,0.0,5.0
ROB KIMMONS,0.0,0.0,0.0,0.0
ROB MACDONALD,0.0,0.0,0.0,0.0
ROBBIE LAWLER,0.0,0.0,0.0,0.0
ROBELIS DESPAIGNE,0.0,0.0,0.0,0.0
ROBERT MCDANIEL,0.0,0.0,0.0,0.0
ROBERT PERALTA,0.0,0.0,0.0,0.0
ROBERT SANCHEZ,0.0,0.0,0.0,0.0
ROBERT WHITEFORD,0.0,0.0,0.0,1.0
ROBERT WHITTAKER,0.0,0.0,0.0,5.0
RODOLFO BELLATO,0.0,0.0,0.0,0.0
RODOLFO VIEIRA,0.0,0.0,0.0,1.0
RODRIGO DAMM,0.0,0.0,0.0,1.0
RODRIGO NASCIMENTO,0.0,0.0,0.0,1.0
ROGER HUERTA,0.5,0.5,0.5,2.0
ROGER NARVAEZ,0.0,0.0,0.0,0.0
ROGERIO BONTORIN,0.0,0.0,0.0,2.0
ROGERIO NOGUEIRA,0.0,0.0,0.0,1.0
ROLAND DELORME,0.0,0.0,0.0,2.0
ROLANDO DELGADO,0.0,0.0,0.0,0.0
ROLANDO DY,0.0,0.0,0.0,0.0
ROMAN DOLIDZE,0.0,0.0,0.0,1.0
ROMAN KOPYLOV,0.0,0.0,0.0,1.0
ROMAN MITICHYAN,0.0,0.0,0.0,1.0
RON STALLINGS,0.0,0.0,0.0,0.0
RON WATERMAN,0.0,0.0,0.0,0.0
RONALDO RODRIGUEZ,0.0,0.0,0.0,2.0
RONDA ROUSEY,0.0,0.0,0.0,2.0
RONGZHU,0.0,0.0,0.0,0.0
RONNIE LAWRENCE,0.0,0.0,0.0,1.0
RONNY MARKES,0.0,0.0,0.0,0.0
RONY JASON,0.0,0.0,0.0,2.0
ROOSEVELT ROBERTS,0.0,0.0,0.0,1.0
RORY MACDONALD,0.0,0.0,0.0,2.0
RORY MARKHAM,0.0,0.0,0.0,0.0
RORY SINGER,0.0,0.0,0.0,0.0
ROSE NAMAJUNAS,0.0,0.0,0.0,2.0
ROSS PEARSON,0.5,0.25,0.3333333333333333,4.0
ROUSIMAR PALHARES,0.0,0.0,0.0,3.0
ROXANNE MODAFFERI,0.0,0.0,0.0,1.0
ROY NELSON,0.0,0.0,0.0,2.0
ROYCE GRACIE,0.0,0.0,0.0,0.0
ROYSTON WEE,0.0,0.0,0.0,1.0
RUSLAN MAGOMEDOV,0.0,0.0,0.0,1.0
RUSSELL DOANE,0.0,0.0,0.0,0.0
RUSTAM KHABILOV,0.0,0.0,0.0,1.0
RYAN BADER,0.0,0.0,0.0,2.0
RYAN BENOIT,0.0,0.0,0.0,0.0
RYAN HALL,0.0,0.0,0.0,1.0
RYAN JANES,0.0,0.0,0.0,0.0
RYAN JENSEN,0.0,0.0,0.0,0.0
RYAN JIMMO,0.0,0.0,0.0,1.0
RYAN LAFLARE,0.0,0.0,0.0,2.0
RYAN LODER,0.0,0.0,0.0,0.0
RYAN SPANN,0.0,0.0,0.0,4.0
RYO CHONAN,0.0,0.0,0.0,0.0
SABINA MAZO,0.0,0.0,0.0,0.0
SAGE NORTHCUTT,0.0,0.0,0.0,1.0
SAI WANG,0.0,0.0,0.0,0.0
SAID NURMAGOMEDOV,0.0,0.0,0.0,0.0
SAIDYOKUB KAKHRAMONOV,0.0,0.0,0.0,1.0
SAM ALVEY,0.0,0.0,0.0,0.0
SAM HOGER,0.0,0.0,0.0,0.0
SAM HUGHES,0.0,0.0,0.0,0.0
SAM PATTERSON,0.0,0.0,0.0,0.0
SAM SICILIA,0.0,0.0,0.0,0.0
SAM STOUT,0.0,0.0,0.0,1.0
SANAE KIKUTA,0.0,0.0,0.0,0.0
SANTIAGO PONZINIBBIO,0.0,0.0,0.0,0.0
