,survey_id,recordID,mo,dy,yr,period,plot_id,plot,note1,stake,species,scientificName,locality,JSON,decimalLatitude,decimalLongitude,county,state,country,sex,age,reprod,testes,vagina,pregnant,nipples,lactation,hfl,wgt,tag,note2,ltag,note3,prevrt,prevlet,nestdir,neststk,note4,note5,genus,species
12,250fa358-8ae8-4f63-afa7-7ec07e3fa253,9939,2,16,1985,87.0,dcbbd373-c22e-46ef-ae8b-ad88f5cf7475,20,13.0,25.0,AH,Ammospermophilus harrisi,"Split Creek Trail, Nez Perce National Forest","{
""engineVersion"" : ""GLC:4.94|U:1.01374|eng:1.0"",
""numResults"" : 2,
""executionTimems"" : 202.8004,
""resultSet"" : { ""type"": ""FeatureCollection"",
""features"": [
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-115.91667, 45.45]},
""properties"": {
""parsePattern"" : ""NEZ PERCE NATIONAL FOREST"",
""precision"" : ""Low"",
""score"" : 55,
""uncertaintyRadiusMeters"" : 1189,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0,
""displacedHeadingDegrees"" : 0,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:NPExtent=1975|:NP=NEZ PERCE NATIONAL FOREST|:KFID=|NEZ PERCE NATIONAL FOREST""
}
},
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-115.4075, 46.23278]},
""properties"": {
""parsePattern"" : ""SPLIT CREEK"",
""precision"" : ""Low"",
""score"" : 41,
""uncertaintyRadiusMeters"" : 210,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0,
""displacedHeadingDegrees"" : 0,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:NPExtent=350|:NP=SPLIT CREEK|:KFID=|SPLIT CREEK""
}
}
 ],
""crs"": { ""type"" : ""EPSG"", ""properties"" : { ""code"" : 4326 }}
}
}
",45.45,-115.91667,Idaho,Idaho,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
13,62e9d804-69d4-43c8-97b1-eb62b4a5be3e,10153,4,20,1985,-88.0,f24f2db6-eadd-4de9-9d2f-95aea376c013,24,13.0,15.0,AH,Ammospermophilus harrisi,"Split Creek Trail, Nez Perce National Forest","{
""engineVersion"" : ""GLC:4.94|U:1.01374|eng:1.0"",
""numResults"" : 2,
""executionTimems"" : 187.2003,
""resultSet"" : { ""type"": ""FeatureCollection"",
""features"": [
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-115.91667, 45.45]},
""properties"": {
""parsePattern"" : ""NEZ PERCE NATIONAL FOREST"",
""precision"" : ""Low"",
""score"" : 55,
""uncertaintyRadiusMeters"" : 1189,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0,
""displacedHeadingDegrees"" : 0,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:NPExtent=1975|:NP=NEZ PERCE NATIONAL FOREST|:KFID=|NEZ PERCE NATIONAL FOREST""
}
},
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-115.4075, 46.23278]},
""properties"": {
""parsePattern"" : ""SPLIT CREEK"",
""precision"" : ""Low"",
""score"" : 41,
""uncertaintyRadiusMeters"" : 210,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0,
""displacedHeadingDegrees"" : 0,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:NPExtent=350|:NP=SPLIT CREEK|:KFID=|SPLIT CREEK""
}
}
 ],
""crs"": { ""type"" : ""EPSG"", ""properties"" : { ""code"" : 4326 }}
}
}
",45.45,-115.91667,Idaho,Idaho,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
14,1d64d113-d30d-4349-ae89-097a2c3be53a,10450,6,15,1985,90.0,1e87b11b-4795-4f41-bdff-2d5c4412be25,19,13.0,13.0,AH,Ammospermophilus harrisi,"Canyon Creek Trailhead, Clearwater National Forest","{
""engineVersion"" : ""GLC:4.94|U:1.01374|eng:1.0"",
""numResults"" : 5,
""executionTimems"" : 202.8003,
""resultSet"" : { ""type"": ""FeatureCollection"",
""features"": [
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-114.804434, 45.389905]},
""properties"": {
""parsePattern"" : ""CANYON CREEK->snapped to Canyon Creek"",
""precision"" : ""Low"",
""score"" : 54,
""uncertaintyRadiusMeters"" : 210,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0,
""displacedHeadingDegrees"" : 0,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:NPExtent=350|:NP=CANYON CREEK|:KFID=|:Point snapped to river:Distance Snapped=0.0675543471791787|CANYON CREEK snapped to river""
}
},
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-114.802924, 45.393594]},
""properties"": {
""parsePattern"" : ""CANYON CREEK->snapped to Canyon Creek"",
""precision"" : ""Low"",
""score"" : 45,
""uncertaintyRadiusMeters"" : 210,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0,
""displacedHeadingDegrees"" : 0,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:NPExtent=350|:NP=CANYON CREEK|:KFID=|:Point snapped to river:Distance Snapped=56.8988306786908|CANYON CREEK snapped to river""
}
},
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-114.853499, 45.356331]},
""properties"": {
""parsePattern"" : ""CANYON CREEK->snapped to Canyon Creek"",
""precision"" : ""Low"",
""score"" : 45,
""uncertaintyRadiusMeters"" : 210,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0,
""displacedHeadingDegrees"" : 0,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:NPExtent=350|:NP=CANYON CREEK|:KFID=|:Point snapped to river:Distance Snapped=22.7281504358341|CANYON CREEK snapped to river""
}
},
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-115.587354, 46.249908]},
""properties"": {
""parsePattern"" : ""CANYON CREEK->snapped to Canyon Creek"",
""precision"" : ""Low"",
""score"" : 45,
""uncertaintyRadiusMeters"" : 210,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0,
""displacedHeadingDegrees"" : 0,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:NPExtent=350|:NP=CANYON CREEK|:KFID=|:Point snapped to river:Distance Snapped=5.60193001124703|CANYON CREEK snapped to river""
}
},
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-115.593419, 46.253223]},
""properties"": {
""parsePattern"" : ""CLEARWATER->snapped to Canyon Creek"",
""precision"" : ""Low"",
""score"" : 43,
""uncertaintyRadiusMeters"" : 3036,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0,
""displacedHeadingDegrees"" : 0,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:NPExtent=5040|:NP=CLEARWATER|:KFID=|:Point snapped to river:Distance Snapped=34.3566366301484|CLEARWATER snapped to river""
}
}
 ],
""crs"": { ""type"" : ""EPSG"", ""properties"" : { ""code"" : 4326 }}
}
}
",45.389905,-114.804434,Idaho,Idaho,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
15,57634aee-29d8-43ff-b4fc-e0460db39752,10498,6,16,1985,90.0,b564c1fc-bd87-4525-92ee-8bb36928fc10,3,13.0,24.0,AH,Ammospermophilus harrisi,"FS Rd 25 4.6 mi S of FS Rd 300, Gifford Pinchot National Forest",,,,Lewis,Washington,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
16,7745c2e4-f942-40c6-8a3a-71d69b21a58b,10509,6,16,1985,90.0,6a090985-a7ce-4c04-b146-9b401d1dd796,15,13.0,33.0,AH,Ammospermophilus harrisi,"FS Rd 25 4.6 mi S of FS Rd 300, Gifford Pinchot National Forest",,,,Lewis,Washington,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
17,497f8707-519d-41bc-b5a1-fc37e25e163b,10694,8,20,1985,92.0,6a090985-a7ce-4c04-b146-9b401d1dd796,15,13.0,33.0,AH,Ammospermophilus harrisi,"FS Rd 25 4.6 mi S of FS Rd 300, Gifford Pinchot National Forest",,,,Lewis,Washington,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
18,b3a0ddfb-b943-411a-9a89-d8c8a76be639,11040,11,17,1985,95.0,6a090985-a7ce-4c04-b146-9b401d1dd796,15,13.0,33.0,AH,Ammospermophilus harrisi,Upper Hoh Rd 8.3 mi E of US 101,,,,Jefferson,Washington,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
19,16cc7897-3b00-4b2a-ab35-cf06c32712f3,11101,12,7,1985,96.0,486c68ed-972c-4baf-beea-f8a72216e580,14,13.0,22.0,AH,Ammospermophilus harrisi,Upper Hoh Rd 8.3 mi E of US 101,,,,Jefferson,Washington,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
20,56ec43ee-ae2d-4e91-a724-b89dddd8491a,11157,12,8,1985,96.0,aeece3f0-4acf-4aaa-87cd-e04ac6c8ad2c,2,13.0,16.0,AH,Ammospermophilus harrisi,Upper Hoh Rd 8.3 mi E of US 101,,,,Jefferson,Washington,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
21,ed4aedcc-d623-41ba-805f-7608479cf1c0,11213,12,8,1985,96.0,4dc16022-f28d-4b9d-9062-c7bc3ad43362,13,13.0,71.0,AH,Ammospermophilus harrisi,Upper Hoh Rd 8.3 mi E of US 101,,,,Jefferson,Washington,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
22,3f8cd823-a729-4589-8b82-722c73a7b6dc,11221,12,8,1985,96.0,4dc16022-f28d-4b9d-9062-c7bc3ad43362,13,13.0,74.0,AH,Ammospermophilus harrisi,"FS Rd 443 0.8 mi S of Selway River Rd, Nez Perce National Forest","{
""engineVersion"" : ""GLC:4.94|U:1.01374|eng:1.0"",
""numResults"" : 3,
""executionTimems"" : 187.2004,
""resultSet"" : { ""type"": ""FeatureCollection"",
""features"": [
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-115.425324, 46.082289]},
""properties"": {
""parsePattern"" : ""Distance South of SELWAY RIVER->snapped to Selway River"",
""precision"" : ""High"",
""score"" : 87,
""uncertaintyRadiusMeters"" : 1178,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0.8,
""displacedHeadingDegrees"" : 180,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:orig_d=0.8 MI|:NPExtent=350|:NP=SELWAY RIVER|:KFID=|:Point snapped to river:Distance Snapped=14.3215048641714|SELWAY RIVER snapped to river""
}
},
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-115.425324, 46.082289]},
""properties"": {
""parsePattern"" : ""Distance South of %NEZ PERCE NATIONAL FOREST%->snapped to Selway River"",
""precision"" : ""Medium"",
""score"" : 61,
""uncertaintyRadiusMeters"" : 1952,
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0.8,
""displacedHeadingDegrees"" : 180,
""debug"" : "":GazPartMatch=False|:inAdm=True|:Adm=IDAHO|:orig_d=0.8 MI|:NPExtent=1975|:NP=NEZ PERCE NATIONAL FOREST|:KFID=|:Point snapped to river:Distance Snapped=81.1093667882845|NEZ PERCE NATIONAL FOREST snapped to river""
}
},
{ ""type"": ""Feature"",
""geometry"": {""type"": ""Point"", ""coordinates"": [-115.425324, 46.082289]},
""properties"": {
""parsePattern"" : ""(g1)Selway River->snapped to Selway River"",
""precision"" : ""Medium"",
""score"" : 57,
""uncertaintyRadiusMeters"" : ""Unavailable"",
""uncertaintyPolygon"" : ""Unavailable"",
""displacedDistanceMiles"" : 0,
""displacedHeadingDegrees"" : 0,
""debug"" : "":g1Match=LOCALITY|:Point snapped to river:Distance Snapped=12.7018829315106| snapped to river""
}
}
 ],
""crs"": { ""type"" : ""EPSG"", ""properties"" : { ""code"" : 4326 }}
}
}
",46.082289,-115.425324,Idaho,Idaho,UNITED STATES,,,,,,,,,,,,,,,,,,,,,Ammospermophilus,harrisi
